chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
102,80216064,135.365,0.0141952,-0.0819152,1.63968,3.75493,1.82415,13447,0,32,8.66226,10.2908,1
103,81002496,136.664,0.0139199,-0.0823093,5.00011,10.5959,1.02862,13563,0,32,8.66226,10.2908,1
104,81788928,137.959,0.0139884,-0.0828573,2.74605,7.06766,1.31982,13690,0,32,8.66226,10.2908,1
105,82575360,139.261,0.0141467,-0.0822573,3.29651,7.27686,1.1313,13815,0,32,8.66226,10.2908,1
106,83361792,140.558,0.0148462,-0.0821902,3.46938,7.93749,1.01431,13944,0,32,8.66226,10.2908,1
107,84148224,141.859,0.0141697,-0.08163,4.62237,10.269,0.880753,14073,0,32,8.66226,10.2908,1
108,84934656,143.158,0.0149047,-0.0818795,2.61462,5.24886,1.23659,14206,0,32,8.66226,10.2908,1
109,85721088,144.462,0.0147804,-0.0819,3.86145,9.16074,0.996889,14336,0,32,8.66226,10.2908,1
110,86507520,145.764,0.0136909,-0.0830814,2.03915,5.39037,1.53875,14447,0,32,8.66226,10.2908,1
111,87293952,147.071,0.0132559,-0.0832752,2.03756,4.15431,1.4346,14559,0,32,8.66226,10.2908,1
112,88080384,148.378,0.0137199,-0.0825807,1.93488,4.77345,1.43179,14690,0,32,8.66226,10.2908,1
113,88866816,149.686,0.0137719,-0.0821633,1.8617,3.74936,1.59202,14817,0,32,8.66226,10.2908,1
114,89653248,150.991,0.013726,-0.0826388,1.6124,3.23664,1.57233,14958,0,32,8.66226,10.2908,1
115,90439680,152.295,0.0136294,-0.0817027,3.36246,9.52914,1.23884,15097,0,32,8.66226,10.2908,1
116,91226112,153.595,0.0142358,-0.0810031,1.80819,3.48186,1.43832,15239,0,32,8.66226,10.2908,1
117,92012544,154.898,0.0143275,-0.0806837,2.53514,9.2919,1.35925,15370,0,32,8.66226,10.2908,1
118,92798976,156.196,0.0144634,-0.0818818,3.60801,14.1587,1.15862,15503,0,32,8.66226,10.2908,1
119,93585408,157.522,0.0144326,-0.0773376,6.75216,13.7923,0.636293,15676,0,32,8.66226,10.2908,1
120,94371840,158.826,0.0142064,-0.0788286,2.52724,9.61108,1.40614,15818,0,32,8.66226,10.2908,1
121,95158272,160.13,0.0147938,-0.0788144,1.94193,3.32082,1.36325,15958,0,32,8.66226,10.2908,1
122,95944704,161.43,0.0137245,-0.0793843,1.96541,3.36406,1.39441,16086,0,32,8.66226,10.2908,1
123,96731136,162.732,0.0133385,-0.0780729,2.1347,4.90485,1.27862,16237,0,32,8.66226,10.2908,1
124,97517568,164.034,0.0136178,-0.0784864,1.71095,3.19229,1.50195,16363,0,32,8.66226,10.2908,1
125,98304000,165.34,0.0134669,-0.0760332,2.81147,7.08899,1.25281,16488,0,32,8.66226,10.2908,1
126,99090432,166.649,0.0129509,-0.0781454,2.81645,5.86308,1.06935,16632,0,32,8.66226,10.2908,1
127,99876864,167.997,0.0130464,-0.078737,2.01234,5.04328,1.39823,16762,0,32,8.66226,10.2908,1
128,100663296,169.307,0.0128811,-0.0749096,2.23755,9.89279,1.56569,16883,0,32,8.66226,10.2908,1
129,101449728,170.624,0.0126114,-0.0717431,7.79814,12.9354,0.570446,17008,0,32,8.66226,10.2908,1
130,102236160,171.938,0.0138483,-0.0723227,3.2551,8.0014,0.975548,17142,0,32,8.66226,10.2908,1
131,103022592,173.258,0.0150047,-0.0679488,2.44717,5.75585,1.19203,17283,0,32,8.66226,10.2908,1
132,103809024,174.565,0.0140419,-0.0660739,2.45596,5.01692,1.19693,17426,0,32,8.66226,10.2908,1
133,104595456,175.871,0.0146439,-0.0703575,1.79767,3.16283,1.41582,17574,0,32,8.66226,10.2908,1
134,105381888,177.18,0.0149253,-0.0583009,3.35559,8.17466,0.91913,17705,0,32,8.66226,10.2908,1
135,106168320,178.48,0.0149132,-0.0605916,2.37543,5.22254,1.3089,17827,0,32,8.66226,10.2908,1
136,106954752,179.783,0.0150763,-0.0544635,2.22615,4.72316,1.31391,17965,0,32,8.66226,10.2908,1
137,107741184,181.087,0.0155671,-0.0523133,2.15503,5.1011,1.24471,18095,0,32,8.66226,10.2908,1
138,108527616,182.395,0.0149697,-0.0542664,2.37857,6.21362,1.21287,18229,0,32,8.66226,10.2908,1
139,109314048,183.698,0.016112,-0.0395853,1.61668,3.75484,1.49358,18354,0,32,8.66226,10.2908,1
140,110100480,185.004,0.0156684,-0.0466095,1.73475,4.79077,1.57985,18488,0,32,8.66226,10.2908,1
141,110886912,186.309,0.0152672,-0.0408708,1.7827,4.6462,1.32461,18594,0,32,8.66226,10.2908,1
142,111673344,187.617,0.0157004,-0.0399336,3.26863,9.30719,1.1317,18717,0,32,8.66226,10.2908,1
143,112459776,188.928,0.0149656,-0.0399398,2.78065,5.8579,1.05251,18852,0,32,8.66226,10.2908,1
144,113246208,190.24,0.0154387,-0.035535,2.21883,4.86081,1.13037,18977,0,32,8.66226,10.2908,1
145,114032640,191.543,0.014733,-0.0414216,2.14502,4.04216,1.08373,19085,0,32,8.66226,10.2908,1
146,114819072,192.853,0.0154604,-0.0273206,2.44141,5.37531,1.06512,19234,0,32,8.66226,10.2908,1
147,115605504,194.168,0.0162917,0.00416965,2.43673,5.407,1.32225,19361,0,32,8.66226,10.2908,1
148,116391936,195.482,0.0156279,-0.00450375,2.49396,5.91273,1.17792,19501,0,32,8.66226,10.2908,1
149,117178368,196.796,0.0158107,-0.010313,2.37418,4.78022,1.33784,19634,0,32,8.66226,10.2908,1
150,117964800,198.114,0.0152454,-0.00189914,2.25743,7.6503,1.42583,19759,0,32,8.66226,10.2908,1
151,118751232,199.433,0.0156155,0.0121168,1.93266,4.45022,1.72999,19878,0,32,8.66226,10.2908,1
152,119537664,200.749,0.015774,0.0287133,1.8433,4.61697,1.79872,20003,0,32,8.66226,10.2908,1
153,120324096,202.066,0.0155714,0.0137488,3.14968,8.16271,1.20029,20139,0,32,8.66226,10.2908,1
154,121110528,203.382,0.0158052,0.0448766,4.22511,10.5508,1.00196,20266,0,32,8.66226,10.2908,1
155,121896960,204.702,0.0158505,0.0566932,2.16183,5.61186,1.5807,20390,0,32,8.66226,10.2908,1
156,122683392,206.015,0.0156887,0.0692449,4.83304,10.4697,1.04886,20525,0,32,8.66226,10.2908,1
157,123469824,207.333,0.015088,0.108555,7.21986,18.3251,0.97328,20633,0,32,8.66226,10.2908,1
158,124256256,208.649,0.0151445,0.109956,6.6343,16.5035,1.02365,20748,0,32,8.66226,10.2908,1
159,125042688,209.966,0.0154586,0.164596,11.7756,22.1966,0.962205,20870,0,32,8.66226,10.2908,1
160,125829120,211.284,0.0146788,0.198782,8.94637,40.936,1.09384,21006,0,32,8.66226,10.2908,1
161,126615552,212.603,0.0155531,0.241153,20.45,72.003,1.04643,21148,0,32,8.66226,10.2908,1
162,127401984,213.923,0.0159529,0.296954,22.7944,109.929,1.24912,21291,0,32,8.66226,10.2908,1
163,128188416,215.239,0.0158206,0.43194,36.62,152.64,1.17714,21427,0,32,8.66226,10.2908,1
164,128974848,216.556,0.0160339,0.615235,39.7843,190.468,1.55103,21555,0,32,8.66226,10.2908,1
165,129761280,217.872,0.0150086,1.27633,58.3045,231.075,2.19957,21696,0,32,8.66226,10.2908,1
166,130547712,219.189,0.015424,1.71678,86.7807,300.532,1.93279,21870,0,32,8.66226,10.2908,1
167,131334144,220.505,0.0141098,1.99784,117.472,379.023,1.79319,22008,0,32,8.66226,10.2908,1
168,132120576,221.825,0.0142848,0.089244,7.43079,15.2114,3.81364,22141,0,32,8.66226,10.2908,1
169,132907008,223.173,0.014458,-0.00127242,8.16606,19.2029,2.49615,22279,0,32,8.66226,10.2908,1
170,133693440,224.485,0.0144312,-0.0332986,6.1007,12.1787,1.92846,22425,0,32,8.66226,10.2908,1
171,134479872,225.802,0.014866,-0.0477547,4.03404,11.4706,2.06051,22553,0,32,8.66226,10.2908,1
172,135266304,227.111,0.0141894,-0.0578324,5.0049,11.6791,1.48816,22683,0,32,8.66226,10.2908,1
173,136052736,228.42,0.0160163,-0.0700584,4.58734,17.567,1.63622,22824,0,32,8.66226,10.2908,1
174,136839168,229.727,0.0154693,-0.0682905,6.53606,13.5631,0.95206,22950,0,32,8.66226,10.2908,1
175,137625600,231.039,0.0150741,-0.0729047,4.37706,10.3668,1.23331,23079,0,32,8.66226,10.2908,1
176,138412032,232.349,0.0152057,-0.0738327,4.44307,11.0312,1.22949,23198,0,32,8.66226,10.2908,1
177,139198464,233.664,0.0161862,-0.0705277,3.72533,12.1123,1.3309,23339,0,32,8.66226,10.2908,1
178,139984896,234.977,0.01564,-0.0772614,5.50371,16.9147,1.18476,23474,0,32,8.66226,10.2908,1
179,140771328,236.29,0.0164705,-0.0756768,6.97455,15.8386,0.726577,23626,0,32,8.66226,10.2908,1
180,141557760,237.599,0.015223,-0.076519,3.79573,11.5641,1.42888,23760,0,32,8.66226,10.2908,1
181,142344192,238.914,0.0150836,-0.0594502,7.9074,21.1923,0.692649,23898,0,32,8.66226,10.2908,1
182,143130624,240.251,0.0151484,-0.0761952,5.68992,12.6111,0.896106,24031,0,32,8.66226,10.2908,1
183,143917056,241.565,0.0151682,-0.0746118,7.75304,17.1441,0.77329,24162,0,32,8.66226,10.2908,1
